id,value
4828,2056830.886873916
4840,1014359.7495583467
4844,2491554.840722906
4845,1898576.1608153335
4846,1800367.5087058183
4851,2539993.8278399464
4862,2379817.617638889
4864,1653824.1866975524
4871,1924891.3992222773
4872,2454793.6356458645
4874,1473973.8385942385
4877,1306293.460199278
4878,1851155.9032914427
4886,847068.9781907878
4888,1423082.0234561604
4893,1473973.8385942385
4900,2176607.3657355057
4921,2063253.5956139641
4929,1373757.4892496853
4934,1814922.692414542
4935,2090384.7667903306
4938,1004649.3779978236
4949,1598749.937397158
4951,1638026.3726768247
4952,1463382.7119750804
4955,1977746.9494585127
4963,2459252.8571921
4977,1600582.2078030678
4984,1818867.3328225277
4987,1400030.73593713
4991,1602298.1609879704
5001,1065846.7035874955
5002,2237441.001000233
5011,2194785.862940721
5012,1857996.6831941926
5015,2017190.3974826403
5018,1080286.7656267476
5022,2533692.3333241767
5024,2136129.6364017837
5027,2648294.2974627432
5031,2184943.416554134
5042,1883490.0507061377
5043,3899614.3975515156
5044,1374092.2748819178
5048,2373265.438188448
5054,2459585.709573895
5055,2672814.5383186243
5056,2507316.7486264617
5059,1407603.9388141646
5065,1185161.7865614805
5066,1720287.7988540065
5070,2515743.2491337
5072,1598298.236714519
5078,1374451.977034717
5083,765414.7375981743
5100,2458285.5590906925
5101,257460.2901820171
5104,1296718.8446996682
5106,2026368.9150332247
5107,1593953.0043323424
5108,2219028.932872885
5112,1592169.8413158366
5117,2485642.1299627107
5118,1432850.4193171475
5120,2140127.5289497245
5124,1432084.9057102695
5128,1963543.2404166423
5132,1660449.268265111
5134,1571659.8834201163
5137,1977746.9494585127
5139,1699676.0764410319
5141,2672631.4594070427
5147,1749019.7281204115
5148,1422124.5224846757
5158,2074918.9172017926
5162,1472335.0734603805
5164,4106372.823247354
5170,1137742.0286898941
5171,1763449.2773421109
5176,1840338.2657303482
5180,2049124.2899907958
5181,2173219.9067949927
5182,1502317.5192956661
5188,2051470.033825745
5197,2051776.7518491875
5198,2421172.528706207
5201,1785795.5648964518
5215,519696.86048564775
5216,2424228.260323232
5217,2152188.550400499
5220,1532106.1223080775
5221,1721018.5593722765
5223,2023836.781163567
5226,1437329.7490742297
5227,2297959.0023113703
5233,2286303.9887222317
5239,2023819.9154245963
5240,3034712.464094718
5242,1716197.7193863168
5243,3113303.555011341
5245,1879399.6678549857
5247,1302146.1060547333
5252,1789679.6600265736
5255,2510298.649601818
5260,1915987.8314737394
5264,1005717.6547136767
5269,2499573.632240521
5272,1428803.9309897812
5276,2087308.0600758519
5282,1653302.5034076131
5286,2304620.7072266014
5290,2007807.7582708618
5291,2441032.9923243946
5296,2058219.02370701
5303,1845505.9899019492
5304,1434910.3217487459
5309,1751125.2134007039
5317,2465966.7893503737
5319,2201862.3039762704
5322,999555.9915137585
5324,687647.2806415957
5325,1181221.737402515
5329,2638076.5221867627
5330,3425949.307917155
5333,2923975.10962126
5334,2943888.5403295555
5340,1183231.7721977148
5342,232028.4134358765
5346,2378888.752450298
5349,1606906.7308542961
5350,1523859.5000154742
5355,2375244.3396877903
5360,1597982.4818720133
5374,1385088.1337802734
5376,2799132.8122321926
5377,2271861.1078565354
5389,637184.8767303716
5393,1015944.0226949201
5395,1928368.5137257013
5396,1523859.5000154742
5397,2669121.5788810505
5398,945317.2987319756
5399,1345685.8627689818
5401,1659232.345136727
5402,1587871.799716462
5405,1128211.5238823537
5413,2095043.4816957412
5417,1208542.877636965
5418,1993224.1380425005
5419,1204742.564368354
5426,886280.1147245776
5429,585973.3570499574
5431,1052055.2829892256
5432,1087981.085576319
5436,1417183.4662448927
5439,1011324.1089524033
5440,682183.0012181369
5455,586920.4834884438
5456,977591.0121742662
5468,846958.781303444
5469,638612.0593467553
5472,696742.5598503295
5473,807235.5510506034
5475,1288876.834870784
5481,413040.51172342553
5482,1034485.0535424214
5490,698105.8978141242
5494,1137106.1031334945
5499,1763361.9381064263
5504,1099894.853782293
5513,274196.7609372926
5528,1042266.0322525193
5535,1587552.2240609638
5542,1076946.2111463237
5543,1137106.1031334945
5546,888962.4097771363
5547,1111731.251136089
5552,458592.4540190825
5553,583727.3418775289
5557,958372.5470916617
5558,1300384.3711696547
5566,1269708.773684712
5567,767731.5805248987
5576,593671.9436967536
5583,849047.9682256965
5585,274792.73716367554
5590,922030.2550038347
5594,274421.72598809015
5602,1598475.3447619528
5603,1026342.5233240752
5610,881053.9559980148
5620,1079177.1617924022
5623,1063779.1456498215
5641,1404428.1687518104
5647,1242405.3791534617
5649,977126.5514484402
5660,1407251.590923855
5661,1312249.0294547477
5668,1026342.5233240752
5673,1238104.3682601354
5675,698102.4300249786
5676,1086453.631600607
5682,1136475.4804683279
5686,1169266.482454363
5689,587297.283521521
5696,851450.9077469485
5713,1352612.1258392732
5715,1713702.4328851285
5717,1015641.8524840956
5724,665569.9077579926
5729,979453.7826116565
5733,1009186.399457022
5737,2336407.9960446646
5740,642201.762647272
5741,887293.2185392043
5750,1027387.822494683
5758,849632.7480201056
5759,1172116.429694688
5763,1205987.7164683656
5764,953708.3746628143
5776,1291319.9989559667
5777,885611.0960229583
5780,786441.2217493287
5783,848461.1170765412
5784,1160977.348957767
5788,1178513.681344247
5790,965355.4755421953
5792,582051.466752283
5794,1353519.3066866337
5799,593306.5184844839
5807,1119522.134438136
5808,1076946.2111463237
5812,333685.5816468096
5813,1316340.540712541
5819,1273495.3524048515
5824,1106058.1134024658
5826,1178990.7135241996
5838,1396843.9439983813
5840,1277922.5311564512
5851,1265720.7557453841
5852,1077662.4005432045
5861,1220478.2600930056
5863,767917.8897321534
5870,1220196.2457283833
5871,791123.5050547607
5872,1077107.5856048972
5878,1536842.681970394
5888,451558.2312825596
5893,1199203.1962174
5902,1353148.1871303036
5905,1581231.7422074564
5907,1313739.1462835677
5909,847992.1575304187
5922,328654.45897605986
5926,177763.788405726
5929,1356185.6088944112
5933,1550586.646334363
5940,1277975.5327729313
5948,598331.2583414067
5949,694120.0538762019
5955,583727.3418775289
5956,333685.5816468096
5959,1410378.8201105199
5962,655815.3299718502
5963,1239279.8339978121
5965,507655.02774966636
5966,1404106.7780482613
5968,1494826.2916008544
5969,968605.3804359236
5970,1128784.2655317048
5971,1891826.751237831
5972,769564.7002025336
5974,1368741.9937078634
5975,1359977.5743772683
5977,1301155.4823714127
5981,1658742.0526865607
5983,1741223.3120187356
5986,1171168.2911967433
5988,919650.3337928384
5990,1008826.2245151044
5997,986728.7952162768
5998,704388.815317757
6002,680230.770316819
6008,851799.9753825612
6010,754224.465580657
6013,459942.53805747716
6016,176679.00446659105
6031,770580.4337026125
6032,1418618.0605319159
6036,810404.792605653
6037,680453.8671219125
6038,1312342.431127023
6041,1316052.9115854371
6046,807830.905833409
6047,846638.4912714688
6058,888211.3580040053
6063,682183.0012181369
6065,747343.3349212426
6066,1478364.0781254552
6081,1090754.2086962978
6085,1052104.3494507407
6086,1100852.1796863817
6088,861291.0695199126
6090,1460147.5431292264
6093,692240.9771646567
6095,766144.7539494878
6098,1256820.9768862743
6099,1264674.6992720333
6104,968339.0173367292
6105,1041301.8555431665
6111,1658742.0526865607
6115,1434605.1432548733
6116,1312277.397457726
6122,990857.2734974191
6131,990521.2602353491
6135,1435432.9263115353
6136,1625258.1374336414
6140,677929.0669137202
6141,1179928.3820577324
6142,1134578.8796619617
6143,593671.9436967536
6144,1076946.2111463237
6145,1309850.5327025226
6151,1033207.4293646897
6152,698102.4300249786
6154,1038699.5014465834
6161,584526.3147592449
6162,1220676.608076654
6169,979519.3967888189
6170,1316721.202438342
6173,960208.9410102278
6181,1367752.669127055
6184,1134578.8796619617
6185,966638.6183908461
6187,890727.4638538912
6192,1358889.5915997745
6194,955123.2352136231
6200,1631727.508598897
6202,1437707.3274867442
6203,808757.6915413054
6204,800701.1827944388
6212,1354162.6736843279
6213,869492.8594670633
6215,330894.6773615221
6217,1006370.3796349582
6218,1069616.7320116004
6221,1700479.4360851299
6226,1665543.709369924
6227,1969315.6208787924
6228,910170.6603713711
6229,663215.2180758578
6236,871150.704479052
6237,327830.0406269014
6238,1742655.7123325644
6245,1378144.2865949343
6250,1157807.886776933
6252,1243376.5726641573
6254,1626296.0613822574
6258,1490961.5576609564
6260,1550624.6019029466
6262,350869.2037694783
6274,1107834.4981967532
6281,810723.5785404781
6285,927559.4397969283
6288,1302693.4276593036
6300,1026342.5233240752
6302,1260081.553981391
6307,1032315.6465124678
6308,1359244.1955682605
6311,407833.0419906929
6317,1752236.7959409114
6328,1269721.3412140433
6331,886693.5915982742
6333,992238.906917683
6335,1195219.2770778246
6343,910490.1990014345
6344,1311104.7360535618
6349,249512.87923159785
6353,1055022.3284601115
6355,940175.2717982399
6359,784916.3441264931
6367,1122814.3108440067
6368,1512578.4641240689
6369,982333.4131283922
6370,977677.5216037709
6373,1141468.0251872053
6382,854651.4621881067
6385,1015623.3950703631
6386,857105.7561764189
6387,726069.4194298352
6389,657589.9228723547
6394,1303958.3394926009
6411,413738.26009807154
6413,1231815.888368165
6417,993022.8322190322
6423,728982.8768639611
6425,1231129.8806255143
6444,417278.77757670876
6449,1456270.6718860962
6455,886897.7236582619
6460,1145037.9073093755
6467,934408.7663446183
6470,691660.7149187586
6476,926900.1275750597
6479,1082040.5598849633
6480,1613549.2710602279
6486,502889.43585327466
6487,1168744.7497681966
6493,880234.068656444
6497,956426.5263286965
6499,970679.5163520005
6501,608712.0870538973
6503,510932.9655742414
6505,607214.0240640689
6507,820610.4834302306
6511,923578.5653875156
6512,894028.2691591704
6521,1114473.1604156282
6522,923443.7525153655
6532,881962.2315970017
6534,761258.2152013895
6536,366376.27158723585
6538,812109.639751456
6541,879945.1433027077
6550,1113010.551843358
6561,443674.32760804455
6564,1569183.8761370992
6569,512890.74371727346
6577,885833.7947026328
6579,596397.3821208423
6583,894028.2691591704
6587,1027394.8375667665
6592,970078.2911473227
6603,271719.43706493755
6607,1208715.9012000726
6613,923003.0856210771
6626,830131.0806967844
6647,652413.6412593685
6650,1114947.3215749727
6657,1014927.809824062
6663,762188.9145532831
6672,1347875.6910119208
6677,596397.3821208423
6678,886459.3553156975
6681,655761.818253164
6683,657914.4304381026
6685,726697.7487483687
6689,596446.351461148
6691,725372.9018763264
6692,848277.4657655327
6699,1148946.598610368
6709,507099.61876065255
6719,685254.0781211583
6731,507338.6428451817
6738,977290.1549798849
6739,885577.611865776
6740,857322.2927167768
6746,922361.838495287
6751,977744.6956310923
6755,671793.5911390383
6756,930147.4336167133
6757,943570.1987734799
6768,1026980.189068513
6779,1168436.9203429185
6780,843061.9657759807
6782,1431035.0095821556
6783,1112997.1641269233
6787,1270168.74003915
6788,650515.1608597466
6795,1028142.6900489415
6799,923443.7525153655
6804,846672.560205019
6811,1933292.9281116428
6813,343481.03130576643
6814,965581.1485491354
6816,986110.8575845949
6824,821323.6453726114
6825,211436.31423994267
6826,367584.67820849875
6827,597051.7793903806
6835,1072766.9973984698
6845,1176272.410774539
6851,727887.7686456145
6852,1320859.2316401848
6858,865141.2339635189
6862,846672.560205019
6866,892848.2269907984
6867,930964.6653129725
6868,807013.5585589277
6880,964946.6402720545
6883,846672.560205019
6899,1205358.0366725314
6901,1047319.9168164446
6902,1045920.9102676315
6907,885234.7192219069
6914,1080722.1191775613
6916,1197130.4385338863
6917,655236.9148475246
6932,973043.7236304083
6936,1422461.1410737042
6947,917632.571799516
6949,893873.9709182372
6950,1034591.10542756
6954,822108.561383052
6971,1560986.1452339191
6973,1103045.153836297
6974,985189.9963861305
6982,1424232.8032706734
6983,761340.7709566818
6998,1035859.8297987859
7006,1211134.6961364832
7008,794324.1323027846
7030,781889.833216221
7036,689462.0990182234
7037,657589.9228723547
7038,1083094.769413322
7043,1863953.2713205735
7051,1345776.9243806936
7053,1084413.5476376687
7059,887862.267445458
7060,1486336.0107266635
7062,814545.7729885844
7067,1942796.941127934
7070,1031708.643539566
7076,1140163.7591241614
7078,1609611.8156619668
7079,58884.020760319414
7084,986686.908190849
7090,1016017.9454731122
7091,1075235.0750037108
7093,1576466.025029454
7100,1080315.0673257003
7104,687669.8804463148
7108,785187.0885868296
7111,984268.6018095023
7112,864118.8207512577
7115,953473.218327217
7117,657864.4851103626
7127,903626.3498237104
7133,692384.303932239
7136,1164416.234183101
7138,815477.0729010396
7145,892842.0821129681
7146,736480.7852254364
7151,474954.7200651411
7163,922615.7440339844
7171,271719.43706493755
7173,762328.4652213623
7187,1696625.1396234937
7193,1265126.9633458974
7195,597704.224322779
7201,1206108.7516196065
7208,845842.958016266
7211,833124.6154828578
7213,451996.5284825346
7221,1171876.6007565781
7223,796623.0616211685
7233,1258111.7466970917
7235,686831.7514951304
7236,1112139.5923494287
7244,761443.7471124751
7245,1263237.922752709
7248,836665.4687560066
7249,728624.4259495562
7252,735575.3186251059
7261,407713.8849906277
7271,1922362.0534930052
7272,795072.733445335
7275,349303.1438583576
7292,757093.3655106961
7295,1197325.9004655823
7300,901131.6587235745
7302,812652.9786814465
7304,607091.1316328278
7312,744522.388612696
7314,908573.6206344173
7325,976431.7756665386
7329,1096649.4765705355
7330,959881.639291191
7334,1215281.3108529628
7336,585828.7753875809
7340,225939.38185800434
7341,876315.0738848138
7351,620050.2270708486
7356,919539.5860923813
7360,583881.4794132722
7364,789508.9614294568
7372,701591.6500005868
7373,588035.3417417698
7383,729552.1118782827
7385,211503.6654087471
7394,797313.2922580122
7398,893100.2957747891
7401,345787.6653206452
7408,862360.4086009556
7409,1188179.3133391608
7410,726724.6867969659
7417,1080493.3916374678
7418,595688.9068878734
7419,677648.0657515601
7429,1156374.6111523663
7444,785766.8214523273
7450,1347213.7200472436
7454,901328.3162385583
7459,220484.31647373247
7462,781786.6440997352
7466,434262.8395738804
7469,925357.3140926838
7478,300889.56527455786
7493,875543.4286078159
7502,369024.8025059817
7504,867618.6034284367
7511,618458.2619441622
7512,890961.8594744485
7515,221472.68746328313
7520,1143228.8185091105
7523,111531.95021631275
7524,702338.3433812878
7527,1280801.1522869412
7544,675174.78360102
7554,1691202.0518484293
7555,1014720.6704230742
7559,791311.4132614679
7560,872080.5833268833
7564,1403827.2425369371
7569,1086487.611467284
7571,1603934.823870236
7579,1076267.5618623293
7583,935254.1761980411
7584,1011473.1302789467
7586,962563.0843425515
7598,1007575.4825379469
7605,1092554.3627116694
7612,623910.390268522
7614,726922.2914568813
7615,758049.0448194244
7616,906828.5447926234
7618,786251.5279435656
7620,685336.3116006615
7623,1027691.3101064977
7627,749863.1494498708
7630,962539.472886993
7631,675956.7948615334
7632,794095.1293438139
7636,862397.8188926614
7643,1092476.6139345914
7644,169285.2344397471
7647,986582.2558156664
7650,647874.1017557117
7651,680683.2697177997
7653,897764.5817331456
7657,224471.08042952698
7658,941570.3471676884
7667,1077273.5355746949
7676,856388.4945126316
7677,968114.064994817
7683,1235733.5702665595
7689,933170.1765364552
7703,1167861.3112060144
7705,838376.3189341071
7710,499089.0868766633
7712,652444.773179376
7722,727839.7397074645
7729,874857.92915942
7731,885476.4865272844
7733,783122.9111915145
7735,616117.8622641006
7741,582211.5690983324
7746,720501.7543724146
7750,820650.0832374468
7751,585832.9337477589
7757,703622.5843706569
7759,1391473.5789652232
7772,862024.5501049658
7773,835328.8126040525
7785,758095.9417278154
7789,1011135.3928861012
7801,1016001.6240680991
7806,983944.3460063995
7809,1321012.9729552031
7818,1097939.0153403382
7819,896831.755006069
7823,583751.3172835124
7825,819152.0265642868
7828,1029906.2206905109
7829,557853.252876256
7831,608703.413729363
7834,1006479.7483293947
7835,695048.3023017128
7840,781911.1370108174
7842,308500.16780884564
7846,1317275.764727898
7850,1068962.3463500415
7851,719924.2788841416
7856,718778.3961831955
7865,1289011.0465367483
7871,858307.327852187
7886,1043882.3421386213
7891,1093600.7316401808
7893,1195884.8410554954
7895,972054.4766695286
7898,962266.896969352
7902,790306.2361440103
7907,305104.07335764955
7909,758095.9417278154
7915,1155647.8205603454
7916,861968.9729533154
7917,875921.2530359301
7929,388654.7439666593
7931,175424.92609012887
7937,769636.2241378176
7938,745953.6056314515
7940,737641.63078867
7941,722136.4453245467
7945,640058.7475198922
7946,976204.0118455376
7955,786251.5279435656
7956,1084343.6540789322
7960,508138.3831532544
7961,1127019.2559226388
7962,734255.0975175998
7967,809781.2454176224
7968,902927.2807379212
7978,814172.243046002
7979,101148.42873778184
7987,794761.5204538179
7991,308126.4951878092
8000,1602747.6264453577
8004,618356.7467119809
8006,1165699.6146814656
8007,700931.0831658591
8011,786597.6197113682
8014,876568.0796077878
8029,1005847.9871390216
8036,1004125.5812681781
8037,437590.4933380143
8042,860059.4618886809
8043,754092.6355850416
8047,725297.5362442689
8053,1162361.0606425388
8057,583628.0034656539
8065,932940.1191282127
8068,1533924.0345208405
8075,780866.7893853027
8078,1635682.8275108128
8093,508184.14708358544
8094,1084380.7934032937
8097,1277776.4169182475
8103,1050461.12956947
8107,850125.9476629706
8110,225361.94280005872
8115,753627.0185270433
8119,999046.4380101672
8120,834077.5751911014
8122,881886.0629936962
8132,849193.6285860438
8134,828978.1237916219
8136,665188.1495996513
8148,751352.4874591002
8163,932940.1191282127
8165,1098011.0780802623
8177,645526.8277731962
8182,1012609.156551968
8185,585832.9337477589
8192,608412.4894512006
8199,1049837.8927583091
8200,685559.9566938462
8208,583628.0034656539
8213,820937.554157239
8216,748038.9345531706
8222,1091522.0779878546
8223,168331.66723088818
8234,1185854.3664033157
8243,250756.3454370217
8251,1471378.3171045778
8254,370115.75382497715
8256,1001340.6085760739
8259,1266392.6222590734
8267,820201.7228270946
8271,873812.1538460833
8272,1095056.752680328
8273,585832.9337477589
8274,535875.985236499
8279,1074632.5465130908
8283,1166595.3755560322
8284,1228081.5280812131
8285,99699.60844749624
8302,1027518.0547527126
8304,1003160.4297317357
8306,1029357.8504316394
8309,1098794.9374038845
8315,285949.0651221784
8317,629853.8761081892
8327,986606.5940358787
8345,903178.3904358968
8352,492058.86181862606
8360,815066.1854316206
8362,1370289.2856139431
8363,808451.1028035734
8365,490607.4918885071
8367,662868.5228803892
8369,365909.245174856
8370,543701.5569991022
8371,248281.9478426745
8373,688234.8580911595
8374,647730.819490709
8378,685042.9851961461
8384,306739.965332637
8387,727401.185597921
8390,602754.498579082
8394,535488.8272344245
8395,860060.6516559204
8396,1125409.536425533
8400,1196888.7331237225
8401,678206.0957326202
8402,985618.3918378677
8405,877095.2572765845
8407,601307.8221938888
8411,901577.0385874377
8413,858938.5502915201
8419,1124219.0844244373
8420,622689.3556355593
8425,728556.3749061944
8428,258724.23881332832
8431,748826.2891750506
8442,622410.5764063781
8448,1106779.2959392704
8449,433776.01527791424
8455,304474.44502870407
8458,1246776.2949327263
8467,727663.2984598806
8468,421115.3075685194
8478,859015.2173746963
8479,1026479.2043767121
8483,841294.7375522557
8485,784611.9706670507
8490,704076.1951768895
8496,433776.01527791424
8498,977485.5149933802
8500,629853.8761081892
8504,764258.932776732
8505,726350.3160704974
8510,1220810.3988865819
8520,744978.3946426704
8522,492399.007990803
8533,859083.9451144
8540,1398651.715968296
8547,815902.4207858487
8560,355810.0762536419
8569,794514.858600045
8580,656559.1934980501
8583,1221629.6546956638
8591,651019.7449614541
8594,419249.8105116877
8598,977250.4520039089
8603,1093724.3535707877
8611,550019.1549967213
8617,1438289.175387371
8622,858919.3607185769
8624,787710.9759039892
8635,260896.12625588046
8636,675033.9835324109
8637,764827.2582287983
8642,1027565.1063468789
8643,519166.3227630073
8644,858999.1201466814
8648,997556.7741395407
8662,239607.2784200636
8670,1198978.5466191305
8672,839071.4505874866
8675,1135006.463728984
8676,1050287.2329006235
8677,494102.8497165252
8689,791478.9966085624
8690,493399.1665410669
8691,592691.3900163858
8698,584305.1516974089
8702,793154.3203103809
8703,878672.1916956112
8705,88251.00557785956
8712,668072.629480304
8716,819040.689294478
8717,745628.3106746757
8718,534387.4366074476
8719,808003.3350656708
8721,415675.4553868668
8724,493794.04333948286
8731,777521.7801983797
8736,602285.1057842887
8746,253382.6566647598
8749,724056.0653835661
8756,839071.4505874866
8757,884605.454333849
8761,326332.9132764094
8762,1322983.5703884377
8763,925984.0165349368
8772,1047890.170413332
8773,243971.00583865127
8774,687644.6238572582
8780,564393.888393836
8781,1060942.7311673332
8783,638777.9543451804
8784,652711.2078380167
8786,859950.3175906636
8792,623051.2814375173
8793,868769.0876476584
8799,326332.9132764094
8800,237773.7718067171
8809,736936.5488153578
8814,489228.4303270129
8816,290355.8030320277
8824,1123682.136515581
8826,744702.7715389564
8829,624670.3404258764
8832,235940.12392397088
8834,743610.2499413247
8835,664637.8741668252
8837,879854.7563588988
8844,587607.7884546451
8846,765277.7824839677
8851,1074277.7493502342
8859,975464.6924983178
8861,616980.1506036085
8862,662319.476995307
8865,415259.4289367951
8868,687644.6238572582
8871,920644.835582689
8873,727688.9406411025
8884,469803.9692521188
8892,310144.25338033173
8898,254909.32129596212
8902,424946.17296814814
8906,674209.9906934828
8908,842918.8603978476
8909,422833.56536563585
8913,660850.9681013183
8915,1300577.2709086956
8916,773120.2119204336
8917,805993.9382699474
8922,899221.1173051446
8925,630324.4722345402
8930,647245.9897988241
8934,764768.4256507213
8938,367616.3364011637
8940,998107.4398077999
8949,649248.7379462809
8951,1327603.7777926517
8953,260896.12625588046
8958,662049.2557452586
8962,554403.7494401827
8973,859887.4839573214
8976,859083.9451144
8982,881356.7817901591
8986,668374.7798118606
8987,1014138.0115660949
8989,829674.2386730888
8991,503951.0042215504
8993,177117.13656318956
9001,634239.3713569746
9009,745628.3106746757
9015,1054356.73121165
9016,1013513.2766778874
9020,317512.2041916911
9023,887110.3516253257
9024,1087915.626369188
9027,594518.6819828551
9028,517577.4852786139
9033,919864.0398154443
9038,633304.6288754392
9042,819040.4508279919
9048,909362.5211597988
9055,650121.3061443823
9062,571629.5098776283
9068,986259.8960707185
9069,314569.1427309016
9070,575648.7203024433
9072,705245.2954332671
9073,527981.4746865083
9075,382354.31572199
9076,584657.7075605517
9077,632832.9509080646
9079,584837.1394302958
9080,627545.6540859196
9082,699784.0012048275
9089,853275.0604994366
9100,751005.7041611954
9101,664333.4611052076
9108,579809.3614575056
9113,830268.1454767315
9117,814691.5589979102
9126,1238618.3482254334
9132,492062.00239096023
9135,538545.6344802928
9137,857987.4470560313
9141,598003.9182236787
9148,779132.618488762
9153,754344.4930489458
9159,791589.1903172694
9170,763068.3905613592
9172,180353.32988973148
9173,550019.1549967213
9176,728025.1662310727
9192,237773.7718067171
9194,1049036.5173702836
9200,168230.48509013152
9210,313676.7882367513
9225,182452.3740875178
9231,900619.756396156
9233,164078.1643961544
9237,1024788.526407446
9239,634800.6927609792
9242,815268.2192207252
9247,1125394.942403669
9248,855451.4640639983
9253,1027000.5262415658
9277,494123.2587550265
9281,685069.2182249054
9283,543905.3568402699
9293,687469.163219455
9297,304474.44502870407
9298,779132.618488762
9304,257459.4491576478
9306,722263.4725732702
9309,575375.0514516339
9337,748941.4641759805
9341,838619.356113229
9343,650526.01311595
9346,657272.664362809
9347,689651.9523081882
9351,575275.8791078153
9352,910226.5310596633
9359,365909.245174856
9365,855673.7127463944
9367,985618.3918378677
9368,601272.2677426529
9371,656559.1934980501
9374,437739.8609077513
9377,701036.3307129055
9383,1127584.298611161
9385,790703.8840840376
9398,669427.077702487
9401,767058.4696206056
9405,891601.8974304799
9411,432900.7597450591
9412,672862.5110948888
9419,588614.2889914727
9424,208628.71834026565
9430,841272.9074460441
9431,1070520.2679806908
9437,508981.61239285785
9439,623711.9723820409
9441,1111371.1680896536
9442,631288.6744553497
9453,576721.7153701924
9457,609689.2898405064
9460,309559.4995301502
9465,932342.6492380407
9483,449686.44889930426
9484,434840.7278085426
9489,952362.1609250641
9491,934813.1084227437
9504,496249.77755541704
9506,669602.0659371873
9508,546394.2893392454
9513,1087392.8995881279
9517,536601.974281876
9520,887085.779991424
9522,600703.290792234
9533,1053710.876853941
9542,1052583.5456903144
9543,342042.5752594302
9548,586334.7615373171
9550,363570.5088385594
9560,414553.0505996957
9563,650400.8252208434
9581,653001.3263893966
9582,307842.2770474723
9585,399031.3079465063
9589,769394.2932217765
9590,550306.2044086081
9593,816599.5991484587
9604,796848.4687824859
9611,752543.935341591
9613,724442.5437839327
9619,466389.31818016124
9633,202355.50776597534
9638,370416.3577414382
9646,339963.54767424887
9654,592784.1878109825
9656,486514.7675284355
9663,795600.2605124636
9671,1014737.3444406831
9674,709572.6305128617
9675,683154.6272181154
9676,359187.0437252555
9677,654835.9524881635
9679,650568.3530442964
9694,114878.98086750957
9698,211192.81010089008
9704,578405.1590299999
9707,555791.2039034575
9710,769640.7718264647
9711,958410.0350487038
9713,870498.5267608669
9718,575426.168474599
9723,453222.36688298476
9737,870673.8050117786
9738,677307.9909470469
9739,575804.4820188965
9741,587320.1230767785
9755,632604.9021162584
9758,215103.16400036935
9766,746027.0735611366
9774,878231.6924840115
9779,550712.7768811948
9781,729858.658590585
9787,677386.924174571
9790,526175.051196215
9800,558963.7401226491
9801,625819.9976881387
9808,553868.8181071276
9811,913517.8876522126
9813,747970.6783305719
9814,551262.3678554305
9821,769207.5433772681
9825,390368.1819334084
9828,768415.6605268265
9833,425227.14759390586
9838,683154.6272181154
9839,528912.7400674544
9840,587320.1230767785
9849,747970.6783305719
9850,780629.4219944421
9857,400845.38100430137
9860,846441.6397746919
9861,1150523.2216586967
9864,551224.550926232
9865,1052506.8641704812
9866,505938.4791052811
9868,665866.2934483376
9872,766531.7594038205
9880,562254.3755890755
9882,605553.2298636034
9888,669429.3877035013
9891,528844.5007244261
9900,472460.7526601601
9901,502781.76186730806
9904,558963.7401226491
9905,530805.625477761
9907,397798.7778288418
9911,257672.62537328555
9917,437636.36556626414
9918,871316.8804732814
9919,647916.9001312912
9921,600095.1945214302
9928,623054.6522748151
9935,631214.7618952211
9938,535394.7513740942
9946,1070568.1636638634
9947,437636.36556626414
9959,610135.8432975297
9963,34725.822982561585
9970,551611.4888529831
9972,423345.78803835175
9975,545368.7303359668
9992,916640.4014771691
9993,586492.0926186285
9995,901994.029762096
10005,642701.6570792133
10017,683246.873272865
10019,641818.8605618357
10023,422984.24997530435
10024,454400.8025136036
10030,1055633.243881098
10031,482228.3052323192
10033,719271.4789421643
10034,468497.5077372213
10039,551303.6271734311
10043,609784.4000003492
10051,747427.30261618
10072,608538.7921653499
10080,466581.9926130179
10084,648561.1514603049
10087,356402.3621697184
10101,642464.3934037123
10102,692715.7196547637
10105,501687.09985915077
10109,530557.7219500893
10110,654711.2295012693
10113,536332.890199701
10116,619887.7338301825
10125,474509.22782047995
10134,722162.2629958655
10141,768604.8678694007
10142,794268.0093771653
10147,576237.1163162907
10149,416897.66573024687
10152,627446.7216682681
10156,435509.0531457376
10162,578996.16017198
10164,567980.0716724229
10165,546394.2893392454
10178,675359.5135872969
10179,201513.5864586425
10181,646393.413461253
10185,558749.6407597034
10186,624982.0665262297
10187,805177.1766912518
10195,643890.8736700286
10205,447572.0083183602
10208,644225.822915599
10214,141546.3530991162
10216,460362.92315439676
10222,447029.65575096954
10226,397752.6749145997
10229,624403.6565974683
10240,627446.7216682681
10242,751757.7373990326
10245,720193.2564349325
10249,1074681.7202724332
10262,628515.3738455917
10266,565480.0483204237
10267,919655.139011965
10269,148387.47890592777
10275,672883.4319971994
10282,588011.9841027788
10287,65119.08177895143
10288,626916.7803631901
10303,530426.6938718058
10308,808363.8664728483
10322,512924.0678246511
10323,468882.76177353377
10326,766916.5146611272
10329,648947.5818942105
10344,623721.4279450744
10348,530311.3611642732
10349,484260.7620150965
10350,552145.5847846704
10353,785179.7191896825
10356,360843.66697909374
10362,537382.8123095401
10375,133741.1366643425
10388,397645.1417415708
10389,593054.1884039213
10390,742674.5676210996
10391,585280.9401798164
10392,556332.4481189613
10397,605480.9360201622
10411,743658.8204210078
